year,tri_facility_id,facility_name,street_address,city,county,st,zip,latitude,longitude,primary_sic,sic_2,sic_3,sic_4,sic_5,sic_6,primary_naics,naics_2,naics_3,naics_4,naics_5,naics_6,doc_ctrl_num,chemical,cas_compound_id,clean_air_act_chemical,classification,metal,metal_category,carcinogen,form_type,unit_of_measure,n_5_1_fugitive_air,n_5_2_stack_air,n_5_3_water,n_5_4_1_underground_class_i,n_5_4_2_underground_class_ii_v,n_5_5_1a_rcra_c_landfills,n_5_5_1b_other_landfills,n_5_5_2_land_treatment,n_5_5_3_surface_impoundment,n_5_5_3a_rcra_c_surface_impoundment,n_5_5_3b_other_surface_impoundment,n_5_5_4_other_disposal,on_site_release_total,n_6_1_potw_metals_and_metal_compounds,n_6_1_potw_non_metals,n_6_1_potw_total_transfers,n_6_2_m10,n_6_2_m41,n_6_2_m62,n_6_2_m71,n_6_2_m81,n_6_2_m82,n_6_2_m72,n_6_2_m63,n_6_2_m66,n_6_2_m67,n_6_2_m64,n_6_2_m65,n_6_2_m73,n_6_2_m79,n_6_2_m90,n_6_2_m94,n_6_2_m99,off_site_release_total,n_6_2_m20,n_6_2_m24,n_6_2_m26,n_6_2_m28,n_6_2_m93,off_site_recycled_total,n_6_2_m56,n_6_2_m92,off_site_recovery_total,n_6_2_m40,n_6_2_m50,n_6_2_m54,n_6_2_m61,n_6_2_m69,n_6_2_m95,off_site_treated_total,total_releases,n_8_1_releases,n_8_1a_on_site_contained_releases,n_8_1b_on_site_other_releases,n_8_1c_off_site_contained_releases,n_8_1d_off_site_other_releases,n_8_2_energy_recovery_on_site,n_8_3_energy_recovery_off_site,n_8_4_recycling_on_site,n_8_5_recycling_off_site,n_8_6_treatment_on_site,n_8_7_treatement_off_site,production_waste_8_1_thru_8_7,n_8_8_one_time_release,n_8_9_production_ratio,parent_company_name,parent_company_db_number,serialid
2011,12095CRVLLKNOXA,CARVILLE NATIONAL LEATHER,10 KNOX AVE,JOHNSTOWN,FULTON,NY,12095,42.99939,-74.38032,,,,,,,316110,,,,,,1311208980312,FORMIC ACID,000064186,NO,NON-PBT,NO,0,NO,R,Pounds,250,250,0,0,0,0,0,0,0,0,0,0,500,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,0,0,0,0,360,5,865,0,1,NA,NA,1248
2011,13204NPLTC459PU,ANOPLATE CORP,459 PULASKI ST,SYRACUSE,ONONDAGA,NY,13204,43.061796,-76.176129,,,,,,,332813,,,,,,1311209810617,NITRIC ACID,007697372,NO,NON-PBT,NO,0,NO,R,Pounds,750,750,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,1500,0,0,0,0,0,0,10917,0,12417,0,1.1,NA,NA,1249
2011,13204NPLTC459PU,ANOPLATE CORP,459 PULASKI ST,SYRACUSE,ONONDAGA,NY,13204,43.061796,-76.176129,,,,,,,332813,,,,,,1311209810605,NICKEL COMPOUNDS,N495,YES,NON-PBT,YES,1,NO,R,Pounds,250,250,0,0,0,0,0,0,0,0,0,0,500,250,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10326,0,10326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11076,0,0,500,0,10576,0,0,0,0,0,0,11076,0,1.1,NA,NA,1250
2011,13204NPLTC459PU,ANOPLATE CORP,459 PULASKI ST,SYRACUSE,ONONDAGA,NY,13204,43.061796,-76.176129,,,,,,,332813,,,,,,1311209810593,LEAD COMPOUNDS,N420,YES,PBT,YES,1,NO,R,Pounds,5,5,0,0,0,0,0,0,0,0,0,0,10,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,10,0,21,0,0,0,0,0,0,31,0,1.1,NA,NA,1251
2011,11691BYSWT1425B,BAYSWATER PEAKING FACILITY LL C,14-25 BAY 24TH ST,FAR ROCKAWAY,QUEENS,NY,11691,40.60721,-73.76243,,,,,,,221112,,,,,,1311209070046,NAPHTHALENE,000091203,YES,NON-PBT,NO,0,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NEXTERA ENERGY RESOURCES,782659171,1252
2011,10509BRWSTFIELD,BREWSTER TRANSIT MIX,FIELDS LN,BREWSTER,PUTNAM,NY,10509,41.36509,-73.61315,,,,,,,327320,,,,,,1311209286665,NITRATE COMPOUNDS,N511,NO,NON-PBT,NO,0,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COMMERCIAL REALTY HOLDINGS INC,018838136,1253
2011,13021GLDSP1GOUL,XYLEM WATER SYSTEMS USA LLC,1 GOULDS DR,AUBURN,CAYUGA,NY,13021,42.9255,-76.59143,,,,,,,333911,,,,,,1311209217571,DIISOCYANATES,N120,YES,NON-PBT,NO,0,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,XYLEM INC,968848734,1254
2011,13021GLDSP1GOUL,XYLEM WATER SYSTEMS USA LLC,1 GOULDS DR,AUBURN,CAYUGA,NY,13021,42.9255,-76.59143,,,,,,,333911,,,,,,1311209217557,CHROMIUM,007440473,YES,NON-PBT,YES,1,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,45,0,0,0,0,67516,67516,0,0,0,0,0,0,0,0,0,0,45,0,0,0,45,0,0,0,0,67516,0,0,67561,0,0.94,XYLEM INC,968848734,1255
2011,13021GLDSP1GOUL,XYLEM WATER SYSTEMS USA LLC,1 GOULDS DR,AUBURN,CAYUGA,NY,13021,42.9255,-76.59143,,,,,,,333911,,,,,,1311209217569,COPPER,007440508,NO,NON-PBT,YES,1,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,40,0,0,0,0,22282,22282,0,0,0,0,0,0,0,0,0,0,40,0,0,0,40,0,0,0,0,22282,0,0,22322,0,1.06,XYLEM INC,968848734,1256
2011,13021GLDSP1GOUL,XYLEM WATER SYSTEMS USA LLC,1 GOULDS DR,AUBURN,CAYUGA,NY,13021,42.9255,-76.59143,,,,,,,333911,,,,,,1311209217583,MANGANESE,007439965,YES,NON-PBT,YES,1,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,6926,6926,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,6926,0,0,6933,0,0.95,XYLEM INC,968848734,1257
2011,13021GLDSP1GOUL,XYLEM WATER SYSTEMS USA LLC,1 GOULDS DR,AUBURN,CAYUGA,NY,13021,42.9255,-76.59143,,,,,,,333911,,,,,,1311209217595,NICKEL,007440020,YES,NON-PBT,YES,1,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,29,0,0,0,0,35635,35635,0,0,0,0,0,0,0,0,0,0,29,0,0,0,29,0,0,0,0,35635,0,0,35664,0,0.94,XYLEM INC,968848734,1258
2011,14304VSHYT2160L,VISHAY THIN FILM LLC,2160 LIBERTY DR,NIAGARA FALLS,NIAGARA,NY,14304,43.07389,-78.93365,,,,,,,334415,,,,,,1311209021171,LEAD,007439921,YES,NON-PBT,YES,1,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,1.159,0,1.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.6,0,0,0,269.6,0,0,0,0,0,0,0,0,0,0,1.159,0,0,0,0,1.159,0,0,0,269.6,0,0,270.759,0,1.57,VISHAY INTERTECHNOLOGY INC,002327484,1259
2011,14304VSHYT2160L,VISHAY THIN FILM LLC,2160 LIBERTY DR,NIAGARA FALLS,NIAGARA,NY,14304,43.07389,-78.93365,,,,,,,334415,,,,,,1311209021183,LEAD COMPOUNDS,N420,YES,PBT,YES,1,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.05,0,1.57,VISHAY INTERTECHNOLOGY INC,002327484,1260
2011,14701STKTC57LIS,SUIT-KOTE JAMESTOWN,57 LISTER ST,JAMESTOWN,CHAUTAUQUA,NY,14701,42.10354,-79.2621,,,,,,,324121,,,,,,1311209601842,"BENZO(G,H,I)PERYLENE",000191242,YES,PBT,NO,0,YES,R,Pounds,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.67,SUIT-KOTE CORP,NA,1261
2011,14701STKTC57LIS,SUIT-KOTE JAMESTOWN,57 LISTER ST,JAMESTOWN,CHAUTAUQUA,NY,14701,42.10354,-79.2621,,,,,,,324121,,,,,,1311209601855,POLYCYCLIC AROMATIC COMPOUNDS,N590,YES,PBT,NO,0,YES,R,Pounds,0,0.26,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0.26,0,0,0,0,0,0,0,0,0.26,0,0.68,SUIT-KOTE CORP,NA,1262
2011,12901BMBRD71WAL,BOMBARDIER TRANSIT CORP,71 WALL ST,PLATTSBURGH,CLINTON,NY,12901,44.67716,-73.46612,,,,,,,336510,,,,,,1311209141694,NICKEL,007440020,YES,NON-PBT,YES,1,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.688,0,0,0,21.688,0,0,0,0,3594,3594,0,0,0,0,0,0,0,0,0,0,21.688,0,0,0,0,21.688,0,0,0,3594,0,0,3615.688,0,,NA,NA,1263
2011,12901BMBRD71WAL,BOMBARDIER TRANSIT CORP,71 WALL ST,PLATTSBURGH,CLINTON,NY,12901,44.67716,-73.46612,,,,,,,336510,,,,,,1311209141682,CHROMIUM,007440473,YES,NON-PBT,YES,1,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.844,0,0,0,37.844,0,0,0,0,5690.5,5690.5,0,0,0,0,0,0,0,0,0,0,37.844,0,0,0,0,37.844,0,0,0,5690.5,0,0,5728.344,0,,NA,NA,1264
2011,14305FLMCN4120H,"FLAME CONTROL COATINGS,LLC",4120 HYDE PARK BLVD,NIAGARA FALLS,NIAGARA,NY,14305,43.124523,-79.037081,,,,,,,325510,,,,,,1311209181799,TOLUENE,000108883,YES,NON-PBT,NO,0,NO,R,Pounds,38,380,0,0,0,0,0,0,0,0,0,0,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,0,0,418,0,0,0,0,0,0,0,0,418,0,1.1,NA,NA,1265
2011,14305FLMCN4120H,"FLAME CONTROL COATINGS,LLC",4120 HYDE PARK BLVD,NIAGARA FALLS,NIAGARA,NY,14305,43.124523,-79.037081,,,,,,,325510,,,,,,1311209181813,XYLENE (MIXED ISOMERS),001330207,YES,NON-PBT,NO,0,NO,R,Pounds,174,1564,0,0,0,0,0,0,0,0,0,0,1738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1738,0,0,1738,0,0,0,0,0,0,0,0,1738,0,1.11,NA,NA,1266
2011,12832TLSCPCHURC,TELESCOPE CASUAL FURNITURE INC,85 CHURCH ST,GRANVILLE,WASHINGTON,NY,12832,43.401457,-73.260424,,,,,,,337122,337124,,,,,1311209079603,DIOXIN AND DIOXIN-LIKE COMPOUNDS,N150,YES,DIOXIN,NO,0,NO,R,Grams,0,0.1161408,0,0,0,0,0,0,0,0,0,0,0.1161408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1161408,0,0,0.1161408,0,0,0,0,0,0,0,0,0.1161408,0,1.11,NA,NA,1267
2011,13202BYRND240ON,BYRNE DAIRY,240 ONEIDA ST,SYRACUSE,ONONDAGA,NY,13202,43.041951,-76.153854,,,,,,,311511,,,,,,1311209498322,NITRIC ACID,007697372,NO,NON-PBT,NO,0,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45268,45268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45268,45268,0,0.72,NA,NA,1268
2011,1470WDWSNM825AL,DAWSON METAL CO INC,825 ALLEN ST,JAMESTOWN,CHAUTAUQUA,NY,14701,42.104075,-79.222397,,,,,,,332322,332321,332323,,,,1311209411432,COPPER,007440508,NO,NON-PBT,YES,1,NO,R,Pounds,5,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,250,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,500,0,16000,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,510,0,0,13,81,50,0,0,0,16000,0,0,16144,369,0.95,NA,NA,1269
2011,1470WDWSNM825AL,DAWSON METAL CO INC,825 ALLEN ST,JAMESTOWN,CHAUTAUQUA,NY,14701,42.104075,-79.222397,,,,,,,332322,332321,332323,,,,1311209411420,CHROMIUM,007440473,YES,NON-PBT,YES,1,YES,R,Pounds,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,250,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,500,0,18000,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,505,0,0,4,19,30,0,0,0,18000,0,0,18053,91,0.95,NA,NA,1270
2011,11572LNDNC323LA,LND INC,3230 LAWSON BLVD,OCEANSIDE,NASSAU,NY,11572,40.63218,-73.65329,,,,,,,334411,,,,,,1311209098615,LEAD COMPOUNDS,N420,YES,PBT,YES,1,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4330,0,0,0,0,4330,0,0,0,0,0,0,4330,0,1.96,NA,NA,1271
2011,14505SNCFD3736S,SENECA FOODS CORP CAN PLANT,3709 MILL ST,MARION,WAYNE,NY,14505,43.139414,-77.188704,,,,,,,,,,,,,1311209786918,COPPER,007440508,NO,NON-PBT,YES,1,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684884,0,0,0,684884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684884,0,0,684884,0,0.89,SENECA FOODS CORP,002207322,1272
2011,14505SNCFD3736S,SENECA FOODS CORP CAN PLANT,3709 MILL ST,MARION,WAYNE,NY,14505,43.139414,-77.188704,,,,,,,,,,,,,1311209786868,CERTAIN GLYCOL ETHERS,N230,YES,NON-PBT,NO,0,NO,R,Pounds,0,10846,0,0,0,0,0,0,0,0,0,0,10846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10846,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,SENECA FOODS CORP,002207322,1273
2011,14059STBNF1150M,STEUBEN FOODS INC,1150 MAPLE RD,ELMA,ERIE,NY,14059,42.800923,-78.621384,,,,,,,311511,,,,,,1311209637230,NITRIC ACID,007697372,NO,NON-PBT,NO,0,NO,R,Pounds,51,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,51,0,0,0,0,0,0,511647,0,511698,0,1.01,NA,NA,1274
2011,14059STBNF1150M,STEUBEN FOODS INC,1150 MAPLE RD,ELMA,ERIE,NY,14059,42.800923,-78.621384,,,,,,,311511,,,,,,1311209637228,NITRATE COMPOUNDS,N511,NO,NON-PBT,NO,0,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690723,690723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690723,690723,0,1.01,NA,NA,1275
2011,14433PRKRH124CO,PARKER HANNIFIN CORP,124 COLUMBIA ST,CLYDE,WAYNE,NY,14433,43.08458,-76.87627,,,,,,,336412,,,,,,1311209067077,NICKEL,007440020,YES,NON-PBT,YES,1,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5941,5941,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0.21,0,0,0,5941,0,0,5941.21,0,1.69,PARKER HANNIFIN CORP,004175550,1276
2011,14433PRKRH124CO,PARKER HANNIFIN CORP,124 COLUMBIA ST,CLYDE,WAYNE,NY,14433,43.08458,-76.87627,,,,,,,336412,,,,,,1311209067065,CHROMIUM,007440473,YES,NON-PBT,YES,1,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260,1260,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0.05,0,0,0,1260,0,0,1260.05,0,1.69,PARKER HANNIFIN CORP,004175550,1277
2011,10965LDRLLNORTH,WYETH PHARMACEUTICALS,401 N MIDDLETOWN RD,PEARL RIVER,ROCKLAND,NY,10965,41.076865,-74.0141,,,,,,,325412,,,,,,1311209265204,COPPER COMPOUNDS,N100,NO,NON-PBT,YES,1,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PFIZER INC,113480771,1278
2011,10965LDRLLNORTH,WYETH PHARMACEUTICALS,401 N MIDDLETOWN RD,PEARL RIVER,ROCKLAND,NY,10965,41.076865,-74.0141,,,,,,,325412,,,,,,1311209265242,ZINC COMPOUNDS,N982,NO,NON-PBT,YES,1,NO,R,Pounds,0.47,5,0,0,0,0,0,0,0,0,0,0,5.47,146,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5256,0,5256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5407.47,0,0,5.47,0,5402,0,0,0,0,0,0,5407.47,0,0.99,PFIZER INC,113480771,1279
2011,10965LDRLLNORTH,WYETH PHARMACEUTICALS,401 N MIDDLETOWN RD,PEARL RIVER,ROCKLAND,NY,10965,41.076865,-74.0141,,,,,,,325412,,,,,,1311209265228,NAPHTHALENE,000091203,YES,NON-PBT,NO,0,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PFIZER INC,113480771,1280
2011,10965LDRLLNORTH,WYETH PHARMACEUTICALS,401 N MIDDLETOWN RD,PEARL RIVER,ROCKLAND,NY,10965,41.076865,-74.0141,,,,,,,325412,,,,,,1311209265230,XYLENE (MIXED ISOMERS),001330207,YES,NON-PBT,NO,0,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PFIZER INC,113480771,1281
2011,10965LDRLLNORTH,WYETH PHARMACEUTICALS,401 N MIDDLETOWN RD,PEARL RIVER,ROCKLAND,NY,10965,41.076865,-74.0141,,,,,,,325412,,,,,,1311209265216,MANGANESE COMPOUNDS,N450,YES,NON-PBT,YES,1,NO,R,Pounds,0.1,1,0,0,0,0,0,0,0,0,0,0,1.1,250,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656,0,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,907.1,0,0,1.1,0,906,0,0,0,0,0,0,907.1,0,0.99,PFIZER INC,113480771,1282
2011,12401CLLNN325NE,CALLANAN INDUSTRIES INC KINGSTON FACILITY,325 NEW SALEM RD,KINGSTON,ULSTER,NY,12401,41.9014,-74.006555,,,,,,,327320,324121,212312,,,,1311209631783,LEAD,007439921,YES,NON-PBT,YES,1,YES,R,Pounds,0.001,0.0001,0,0,0,0,0,0,0.465,0,0.465,0,0.4661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4661,0,0,0.4661,0,0,0,0,0,0,0,0,0.4661,0,,OLDCASTLE MATERIAL INC,806709813,1283
2011,13778THRYMWHEEL,RAYMOND CORP,20 S CANAL ST,GREENE,CHENANGO,NY,13778,42.327553,-75.773567,,,,,,,333924,,,,,,1311209526185,LEAD,007439921,YES,NON-PBT,YES,1,YES,R,Pounds,1,1.2,0,0,0,0,0,0,0,0,0,0,2.2,0.31,0,0.31,0,0,0.05,0,0,0,0,0,0,0,0.04,0,0,0,0,124.541,0,124.631,0,25100,0,0,74,25174,0,0,0,0,0,0,0,0,0,0,127.141,0,0,2.2,0.04,124.901,0,0,0,25174,0,0,25301.141,0,1.5,NA,NA,1284
2011,13778THRYMWHEEL,RAYMOND CORP,20 S CANAL ST,GREENE,CHENANGO,NY,13778,42.327553,-75.773567,,,,,,,333924,,,,,,1311209526235,PROPYLENE,000115071,NO,NON-PBT,NO,0,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1285
2011,13778THRYMWHEEL,RAYMOND CORP,20 S CANAL ST,GREENE,CHENANGO,NY,13778,42.327553,-75.773567,,,,,,,333924,,,,,,1311209526211,MANGANESE,007439965,YES,NON-PBT,YES,1,NO,R,Pounds,250,250,5,0,0,0,0,0,0,0,0,5,510,250,0,250,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,265,0,515,0,0,0,0,98000,98000,0,0,0,0,0,0,0,0,0,0,1275,0,0,510,250,515,0,0,0,98000,0,0,99275,0,1.5,NA,NA,1286
2011,1458WRCHST85JHN,ROCHESTER PRECISION OPTICS LLC,850 JOHN ST,WEST HENRIETTA,MONROE,NY,145869748,43.07124,-77.66566,,,,,,,333314,,,,,,1311209542493,DICHLOROMETHANE,000075092,YES,NON-PBT,NO,0,YES,R,Pounds,2033,750,0,0,0,0,0,0,0,0,0,0,2783,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3533,0,0,2783,0,609,0,0,0,0,0,0,3392,0,1.2,NA,NA,1287
2011,11222TRNSP419VA,TRANSPACKERS SERVICES CORP,419 VANDERVOORT AVE,BROOKLYN,KINGS,NY,11222,40.719778,-73.935832,,,,,,,311999,,,,,,1311209204751,POTASSIUM BROMATE,007758012,NO,NON-PBT,YES,2,YES,R,Pounds,250,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,20,0,0,0,0,0,0,0,0,20,0,1.05,NA,NA,1288
2011,14150NCNRG700GR,NOCO ENERGY CORP,700 GRAND ISLAND BLVD,TONAWANDA,ERIE,NY,141510086,42.99195,-78.92508,,,,,,,424710,,,,,,1311209147228,CYCLOHEXANE,000110827,NO,NON-PBT,NO,0,NO,R,Pounds,83,775,0,0,0,0,0,0,0,0,0,0,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858,0,0,858,0,0,0,0,18004,0,0,0,18862,0,1.04,NOCO ENERGY CORP,013293519,1289
2011,14150NCNRG700GR,NOCO ENERGY CORP,700 GRAND ISLAND BLVD,TONAWANDA,ERIE,NY,141510086,42.99195,-78.92508,,,,,,,424710,,,,,,1311209147293,XYLENE (MIXED ISOMERS),001330207,YES,NON-PBT,NO,0,NO,R,Pounds,240,2155,0,0,0,0,0,0,0,0,0,0,2395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2395,0,0,2395,0,0,0,0,50010,0,0,0,52405,0,1.04,NOCO ENERGY CORP,013293519,1290
2011,14150NCNRG700GR,NOCO ENERGY CORP,700 GRAND ISLAND BLVD,TONAWANDA,ERIE,NY,141510086,42.99195,-78.92508,,,,,,,424710,,,,,,1311209147216,BENZENE,000071432,YES,NON-PBT,NO,0,YES,R,Pounds,45,413,0,0,0,0,0,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,0,0,458,0,0,0,0,9602,0,0,0,10060,0,1.04,NOCO ENERGY CORP,013293519,1291
2011,14150NCNRG700GR,NOCO ENERGY CORP,700 GRAND ISLAND BLVD,TONAWANDA,ERIE,NY,141510086,42.99195,-78.92508,,,,,,,424710,,,,,,1311209147267,NAPHTHALENE,000091203,YES,NON-PBT,NO,0,NO,R,Pounds,51,436,0,0,0,0,0,0,0,0,0,0,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,0,0,487,0,0,0,0,10002,0,0,0,10489,0,1.03,NOCO ENERGY CORP,013293519,1292
