cowcode,stateabb,statename,ethnicity_relevant,year_from,year_to,group_name,size,status,warid,warid2,groupid,cowgroupid,markertype
800,THI,Thailand,Yes,1972,1973,Malay Muslims,0.035,REGIONAL AUTONOMY,,,1000,80001000,Ethno-Linguistic
800,THI,Thailand,Yes,1974,1976,Malay Muslims,0.035,REGIONAL AUTONOMY,,,1000,80001000,Ethno-Linguistic
800,THI,Thailand,Yes,1977,1979,Malay Muslims,0.035,REGIONAL AUTONOMY,,,1000,80001000,Ethno-Linguistic
800,THI,Thailand,Yes,1980,1983,Malay Muslims,0.035,REGIONAL AUTONOMY,,,1000,80001000,Ethno-Linguistic
800,THI,Thailand,Yes,1984,1998,Malay Muslims,0.035,REGIONAL AUTONOMY,,,1000,80001000,Ethno-Linguistic
800,THI,Thailand,Yes,1999,2001,Malay Muslims,0.035,REGIONAL AUTONOMY,,,1000,80001000,Ethno-Linguistic
800,THI,Thailand,Yes,2002,2010,Malay Muslims,0.035,REGIONAL AUTONOMY,34000,,1000,80001000,Ethno-Linguistic
811,CAM,Cambodia,Yes,1953,1969,Cham and Malays,0.035,JUNIOR PARTNER,,,1000,81101000,Ethno-Religious
811,CAM,Cambodia,Yes,1970,1974,Cham and Malays,0.035,JUNIOR PARTNER,,,1000,81101000,Ethno-Religious
811,CAM,Cambodia,Yes,1979,2010,Cham and Malays,0.035,JUNIOR PARTNER,,,1000,81101000,Ethno-Racial
710,CHN,China,Yes,1946,1948,Tujia,0.034,IRRELEVANT,,,40000,71040000,Ethno-Linguistic
710,CHN,China,Yes,1949,1950,Tujia,0.034,POWERLESS,,,40000,71040000,Ethno-Linguistic
710,CHN,China,Yes,1951,1958,Tujia,0.034,POWERLESS,,,40000,71040000,Ethno-Linguistic
710,CHN,China,Yes,1959,1965,Tujia,0.034,POWERLESS,,,40000,71040000,Ethno-Linguistic
710,CHN,China,Yes,1966,1976,Tujia,0.034,IRRELEVANT,,,40000,71040000,Ethno-Linguistic
710,CHN,China,Yes,1977,1983,Tujia,0.034,POWERLESS,,,40000,71040000,Ethno-Linguistic
710,CHN,China,Yes,1984,2010,Tujia,0.034,REGIONAL AUTONOMY,,,40000,71040000,Ethno-Linguistic
750,IND,India,Yes,1947,1962,Gujarati (non-SC/ST/OBCs),0.034,JUNIOR PARTNER,,,4000,75004000,Ethno-Linguistic
750,IND,India,Yes,1963,1971,Gujarati (non-SC/ST/OBCs),0.034,JUNIOR PARTNER,,,4000,75004000,Ethno-Linguistic
750,IND,India,Yes,1972,1976,Gujarati (non-SC/ST/OBCs),0.034,JUNIOR PARTNER,,,4000,75004000,Ethno-Linguistic
750,IND,India,Yes,1977,1986,Gujarati (non-SC/ST/OBCs),0.034,JUNIOR PARTNER,,,4000,75004000,Ethno-Linguistic
750,IND,India,Yes,1987,1991,Gujarati (non-SC/ST/OBCs),0.034,JUNIOR PARTNER,,,4000,75004000,Ethno-Linguistic
750,IND,India,Yes,1992,2010,Gujarati (non-SC/ST/OBCs),0.034,JUNIOR PARTNER,,,4000,75004000,Ethno-Linguistic
700,AFG,Afghanistan,Yes,1992,1995,Turkmen,0.033,IRRELEVANT,,,15000,70015000,Ethno-Linguistic
145,BOL,Bolivia,Yes,1946,1952,Other Indigenous Groups,0.032,IRRELEVANT,,,2000,14502000,Ethno-Linguistic
145,BOL,Bolivia,Yes,1953,1982,Other Indigenous Groups,0.032,IRRELEVANT,,,2000,14502000,Ethno-Linguistic
145,BOL,Bolivia,Yes,1983,1994,Other Indigenous Groups,0.032,POWERLESS,,,2000,14502000,Ethno-Linguistic
145,BOL,Bolivia,Yes,1995,2005,Other Indigenous Groups,0.032,POWERLESS,,,2000,14502000,Ethno-Linguistic
145,BOL,Bolivia,Yes,2006,2010,Other Indigenous Groups,0.032,POWERLESS,,,2000,14502000,Ethno-Linguistic
345,YUG,Yugoslavia,Yes,2006,2007,Hungarians,0.032,REGIONAL AUTONOMY,,,11000,34511000,Ethno-Linguistic
372,GRG,Georgia,Yes,1991,2010,Ossetians (South),0.032,SEPARATIST AUTONOMY,30000,30001,6000,37206000,Ethno-Linguistic
373,AZE,Azerbaijan,Yes,1991,2010,Lezgins,0.032,POWERLESS,,,2000,37302000,Ethno-Linguistic
710,CHN,China,Yes,1946,1948,Yi,0.032,IRRELEVANT,,,46000,71046000,Ethno-Linguistic
710,CHN,China,Yes,1949,1950,Yi,0.032,POWERLESS,,,46000,71046000,Ethno-Linguistic
710,CHN,China,Yes,1951,1958,Yi,0.032,POWERLESS,,,46000,71046000,Ethno-Linguistic
710,CHN,China,Yes,1959,1965,Yi,0.032,POWERLESS,,,46000,71046000,Ethno-Linguistic
710,CHN,China,Yes,1966,1976,Yi,0.032,IRRELEVANT,,,46000,71046000,Ethno-Linguistic
710,CHN,China,Yes,1977,1983,Yi,0.032,POWERLESS,,,46000,71046000,Ethno-Linguistic
710,CHN,China,Yes,1984,2010,Yi,0.032,REGIONAL AUTONOMY,,,46000,71046000,Ethno-Linguistic
812,LAO,Laos,Yes,1975,1986,Tai L and Tai Yuan,0.032,JUNIOR PARTNER,,,7000,81207000,Ethno-Linguistic
812,LAO,Laos,Yes,1987,2010,Tai L and Tai Yuan,0.032,REGIONAL AUTONOMY,,,7000,81207000,Ethno-Linguistic
316,CZR,Czech Republic,Yes,1993,2010,Slovaks,0.031,POWERLESS,,,2000,31602000,Ethno-Linguistic
500,UGA,Uganda,Yes,1974,1979,Kakwa-Nubian,0.031,DOMINANT,,,9112,50009112,Mixed Category
339,ALB,Albania,Yes,1946,1989,Greeks,0.03,IRRELEVANT,,,2000,33902000,Ethno-Linguistic
339,ALB,Albania,Yes,1990,2010,Greeks,0.03,POWERLESS,,,2000,33902000,Ethno-Linguistic
345,YUG,Yugoslavia,Yes,1992,1992,Bosniaks/Muslims,0.03,DISCRIMINATED,,,4000,34504000,Ethno-Religious
345,YUG,Yugoslavia,Yes,1992,1992,Hungarians,0.03,POWERLESS,,,11000,34511000,Ethno-Linguistic
345,YUG,Yugoslavia,Yes,1993,1999,Bosniaks/Muslims,0.03,DISCRIMINATED,,,4000,34504000,Ethno-Religious
345,YUG,Yugoslavia,Yes,1993,1999,Hungarians,0.03,POWERLESS,,,11000,34511000,Ethno-Linguistic
345,YUG,Yugoslavia,Yes,2000,2005,Hungarians,0.03,REGIONAL AUTONOMY,,,11000,34511000,Ethno-Linguistic
345,YUG,Yugoslavia,Yes,2000,2005,Bosniaks/Muslims,0.03,REGIONAL AUTONOMY,,,4000,34504000,Ethno-Religious
365,RUS,Russia,Yes,1946,1956,Byelorussians,0.03,REGIONAL AUTONOMY,,,4000,36504000,Ethno-Linguistic
365,RUS,Russia,Yes,1957,1990,Byelorussians,0.03,REGIONAL AUTONOMY,,,4000,36504000,Ethno-Linguistic
484,CON,Congo,Yes,1960,1963,Kouyou,0.03,IRRELEVANT,,,3000,48403000,Ethno-Linguistic
484,CON,Congo,Yes,1964,1968,Kouyou,0.03,IRRELEVANT,,,3000,48403000,Ethno-Linguistic
484,CON,Congo,Yes,1969,1971,Kouyou,0.03,IRRELEVANT,,,3000,48403000,Ethno-Linguistic
484,CON,Congo,Yes,1972,1976,Kouyou,0.03,IRRELEVANT,,,3000,48403000,Ethno-Linguistic
484,CON,Congo,Yes,1977,1978,Kouyou,0.03,JUNIOR PARTNER,,,3000,48403000,Ethno-Linguistic
484,CON,Congo,Yes,1979,1984,Kouyou,0.03,JUNIOR PARTNER,,,3000,48403000,Ethno-Linguistic
484,CON,Congo,Yes,1985,1990,Kouyou,0.03,JUNIOR PARTNER,,,3000,48403000,Ethno-Linguistic
484,CON,Congo,Yes,1991,1991,Kouyou,0.03,JUNIOR PARTNER,,,3000,48403000,Ethno-Linguistic
484,CON,Congo,Yes,1992,1994,Kouyou,0.03,JUNIOR PARTNER,,,3000,48403000,Ethno-Linguistic
484,CON,Congo,Yes,1995,1997,Kouyou,0.03,JUNIOR PARTNER,,,3000,48403000,Ethno-Linguistic
484,CON,Congo,Yes,1998,2010,Kouyou,0.03,JUNIOR PARTNER,,,3000,48403000,Ethno-Linguistic
530,ET,Ethiopia,Yes,1952,1990,Christian Eritreans,0.03,DISCRIMINATED,17801,,10000,53010000,Ethno-Regional
530,ET,Ethiopia,Yes,1952,1990,Muslim Eritreans,0.03,DISCRIMINATED,17800,,11000,53011000,Ethno-Regional
530,ET,Ethiopia,Yes,1991,1991,Christian Eritreans,0.03,SEPARATIST AUTONOMY,17801,,10000,53010000,Ethno-Regional
530,ET,Ethiopia,Yes,1991,1991,Muslim Eritreans,0.03,SEPARATIST AUTONOMY,17800,,11000,53011000,Ethno-Regional
530,ET,Ethiopia,Yes,1992,1992,Christian Eritreans,0.03,SEPARATIST AUTONOMY,,,10000,53010000,Ethno-Regional
530,ET,Ethiopia,Yes,1992,1992,Muslim Eritreans,0.03,SEPARATIST AUTONOMY,,,11000,53011000,Ethno-Regional
551,ZAM,Zambia,Yes,1964,2010,Kaonde,0.03,JUNIOR PARTNER,,,2000,55102000,Ethno-Linguistic
552,ZIM,Zimbabwe,Yes,1965,1979,Europeans,0.03,MONOPOLY,,,2000,55202000,Ethno-Racial
552,ZIM,Zimbabwe,Yes,1980,1981,Europeans,0.03,JUNIOR PARTNER,,,2000,55202000,Ethno-Racial
552,ZIM,Zimbabwe,Yes,1982,1987,Ndau (Shona sub-group),0.03,DISCRIMINATED,,,1210,55201210,Ethno-Linguistic
552,ZIM,Zimbabwe,Yes,1982,1987,Europeans,0.03,JUNIOR PARTNER,,,2000,55202000,Ethno-Racial
552,ZIM,Zimbabwe,Yes,1988,1991,Europeans,0.03,JUNIOR PARTNER,,,2000,55202000,Ethno-Racial
552,ZIM,Zimbabwe,Yes,1988,1991,Ndau (Shona sub-group),0.03,DISCRIMINATED,,,1210,55201210,Ethno-Linguistic
552,ZIM,Zimbabwe,Yes,1992,1999,Europeans,0.03,JUNIOR PARTNER,,,2000,55202000,Ethno-Racial
552,ZIM,Zimbabwe,Yes,2000,2008,Europeans,0.03,DISCRIMINATED,,,2000,55202000,Ethno-Racial
552,ZIM,Zimbabwe,Yes,2009,2010,Europeans,0.03,DISCRIMINATED,,,2000,55202000,Ethno-Racial
560,SF,South Africa,Yes,1990,1993,Asians,0.03,POWERLESS,,,2000,56002000,Ethno-Racial
560,SF,South Africa,Yes,1994,2008,Asians,0.03,JUNIOR PARTNER,,,2000,56002000,Ethno-Racial
560,SF,South Africa,Yes,2009,2010,Asians,0.03,JUNIOR PARTNER,,,2000,56002000,Ethno-Racial
565,NAM,Namibia,Yes,1990,2010,San,0.03,DISCRIMINATED,,,10000,56510000,Ethno-Cultural
565,NAM,Namibia,Yes,1990,2010,Basubia,0.03,REGIONAL AUTONOMY,,,2000,56502000,Ethno-Linguistic
565,NAM,Namibia,Yes,1990,2010,Mafwe,0.03,POWERLESS,,,7000,56507000,Ethno-Linguistic
630,IRN,Iran,Yes,1946,1946,Arabs,0.03,POWERLESS,,,1000,63001000,Ethno-Linguistic
630,IRN,Iran,Yes,1947,1960,Arabs,0.03,POWERLESS,,,1000,63001000,Ethno-Linguistic
630,IRN,Iran,Yes,1961,1979,Arabs,0.03,POWERLESS,24500,,1000,63001000,Ethno-Linguistic
630,IRN,Iran,Yes,1980,2005,Arabs,0.03,POWERLESS,24500,,1000,63001000,Ethno-Linguistic
630,IRN,Iran,Yes,2006,2010,Arabs,0.03,DISCRIMINATED,24500,,1000,63001000,Ethno-Linguistic
652,SYR,Syria,Yes,1946,1948,Druze,0.03,REGIONAL AUTONOMY,,,2040,65202040,Ethno-Religious
652,SYR,Syria,Yes,1949,1954,Druze,0.03,JUNIOR PARTNER,,,2040,65202040,Ethno-Religious
652,SYR,Syria,Yes,1955,1957,Druze,0.03,JUNIOR PARTNER,,,2040,65202040,Ethno-Religious
652,SYR,Syria,Yes,1958,1960,Druze,0.03,POWERLESS,,,2040,65202040,Ethno-Religious
652,SYR,Syria,Yes,1961,1965,Druze,0.03,JUNIOR PARTNER,,,2040,65202040,Ethno-Religious
652,SYR,Syria,Yes,1966,1969,Druze,0.03,JUNIOR PARTNER,,,2040,65202040,Ethno-Religious
652,SYR,Syria,Yes,1970,2005,Druze,0.03,POWERLESS,,,2040,65202040,Ethno-Religious
652,SYR,Syria,Yes,2006,2010,Druze,0.03,POWERLESS,,,2040,65202040,Ethno-Religious
660,LEB,Lebanon,Yes,1946,1970,Greek Catholics,0.03,JUNIOR PARTNER,,,4000,66004000,Ethno-Religious
660,LEB,Lebanon,Yes,1971,1991,Greek Catholics,0.03,JUNIOR PARTNER,,,4000,66004000,Ethno-Religious
660,LEB,Lebanon,Yes,1992,2010,Greek Catholics,0.03,JUNIOR PARTNER,,,4000,66004000,Ethno-Religious
701,TKM,Turkmenistan,Yes,1991,2002,Russians,0.03,POWERLESS,,,12000,70112000,Ethno-Linguistic
701,TKM,Turkmenistan,Yes,2003,2010,Russians,0.03,DISCRIMINATED,,,12000,70112000,Ethno-Linguistic
704,UZB,Uzbekistan,Yes,1991,2010,Kazakhs,0.03,POWERLESS,,,2000,70402000,Ethno-Linguistic
770,PAK,Pakistan,Yes,1947,1971,Ahmadis,0.03,JUNIOR PARTNER,,,7000,77007000,Ethno-Religious
770,PAK,Pakistan,Yes,1972,1973,Ahmadis,0.03,JUNIOR PARTNER,,,7000,77007000,Ethno-Religious
770,PAK,Pakistan,Yes,1972,1973,Baluchis,0.03,POWERLESS,,,1000,77001000,Ethno-Cultural
770,PAK,Pakistan,Yes,1974,1983,Ahmadis,0.03,POWERLESS,,,7000,77007000,Ethno-Religious
770,PAK,Pakistan,Yes,1974,1983,Baluchis,0.03,POWERLESS,22900,,1000,77001000,Ethno-Cultural
770,PAK,Pakistan,Yes,1984,2001,Ahmadis,0.03,DISCRIMINATED,,,7000,77007000,Ethno-Religious
770,PAK,Pakistan,Yes,1984,2001,Baluchis,0.03,POWERLESS,,,1000,77001000,Ethno-Cultural
770,PAK,Pakistan,Yes,2002,2010,Ahmadis,0.03,DISCRIMINATED,,,7000,77007000,Ethno-Religious
770,PAK,Pakistan,Yes,2002,2010,Baluchis,0.03,POWERLESS,22901,,1000,77001000,Ethno-Cultural
775,MYA,Myanmar,Yes,1948,1957,Chinese,0.03,DISCRIMINATED,,,3000,77503000,Ethno-Racial
775,MYA,Myanmar,Yes,1958,1958,Chinese,0.03,DISCRIMINATED,,,3000,77503000,Ethno-Racial
775,MYA,Myanmar,Yes,1959,1959,Chinese,0.03,DISCRIMINATED,,,3000,77503000,Ethno-Racial
775,MYA,Myanmar,Yes,1960,1960,Chinese,0.03,DISCRIMINATED,,,3000,77503000,Ethno-Racial
775,MYA,Myanmar,Yes,1961,1989,Chinese,0.03,DISCRIMINATED,,,3000,77503000,Ethno-Racial
775,MYA,Myanmar,Yes,1990,2010,Chinese,0.03,DISCRIMINATED,36400,,3000,77503000,Ethno-Racial
812,LAO,Laos,Yes,1953,1974,Other Lao Sung,0.03,REGIONAL AUTONOMY,,,4000,81204000,Ethno-Cultural
820,MAL,Malaysia,Yes,1957,2010,Dayaks,0.03,REGIONAL AUTONOMY,,,2000,82002000,Ethno-Regional
850,INS,Indonesia,Yes,1949,1958,Minangkabaus,0.03,REGIONAL AUTONOMY,,,12000,85012000,Ethno-Linguistic
850,INS,Indonesia,Yes,1959,1962,Minangkabaus,0.03,REGIONAL AUTONOMY,,,12000,85012000,Ethno-Linguistic
850,INS,Indonesia,Yes,1963,1966,Minangkabaus,0.03,REGIONAL AUTONOMY,,,12000,85012000,Ethno-Linguistic
850,INS,Indonesia,Yes,1967,1971,Minangkabaus,0.03,IRRELEVANT,,,12000,85012000,Ethno-Linguistic
850,INS,Indonesia,Yes,1972,1995,Minangkabaus,0.03,IRRELEVANT,,,12000,85012000,Ethno-Linguistic
850,INS,Indonesia,Yes,1996,1998,Minangkabaus,0.03,IRRELEVANT,,,12000,85012000,Ethno-Linguistic
850,INS,Indonesia,Yes,1999,2001,Minangkabaus,0.03,IRRELEVANT,,,12000,85012000,Ethno-Linguistic
850,INS,Indonesia,Yes,2002,2010,Minangkabaus,0.03,IRRELEVANT,,,12000,85012000,Ethno-Linguistic
820,MAL,Malaysia,Yes,1957,2010,Kadazans,0.029,REGIONAL AUTONOMY,,,4000,82004000,Ethno-Cultural
20,CAN,Canada,Yes,1982,2010,Aboriginal peoples,0.028,REGIONAL AUTONOMY,,,4000,2004000,Ethno-Racial
200,UK,United Kingdom,Yes,1946,1963,Asians,0.028,IRRELEVANT,,,3000,20003000,Ethno-Regional
200,UK,United Kingdom,Yes,1964,1971,Asians,0.028,IRRELEVANT,,,3000,20003000,Ethno-Regional
200,UK,United Kingdom,Yes,1972,1997,Asians,0.028,POWERLESS,,,3000,20003000,Ethno-Regional
200,UK,United Kingdom,Yes,1998,2010,Asians,0.028,POWERLESS,,,3000,20003000,Ethno-Regional
812,LAO,Laos,Yes,1975,1986,Other Lao Sung,0.027,POWERLESS,,,4000,81204000,Ethno-Cultural
812,LAO,Laos,Yes,1987,2010,Other Lao Sung,0.027,REGIONAL AUTONOMY,,,4000,81204000,Ethno-Cultural
315,CZE,Czechoslovakia,Yes,1946,1992,Roma,0.026,DISCRIMINATED,,,4000,31504000,Ethno-Cultural
316,CZR,Czech Republic,Yes,1993,2010,Roma,0.026,DISCRIMINATED,,,4000,31604000,Ethno-Cultural
367,LAT,Latvia,Yes,1991,2010,Ukrainians,0.026,DISCRIMINATED,,,4000,36704000,Ethno-Linguistic
702,TAJ,Tajikistan,Yes,1991,1992,Pamiris,0.026,POWERLESS,,,6000,70206000,Ethno-Religious
702,TAJ,Tajikistan,Yes,1993,1996,Pamiris,0.026,REGIONAL AUTONOMY,,,6000,70206000,Ethno-Religious
702,TAJ,Tajikistan,Yes,1997,2010,Pamiris,0.026,REGIONAL AUTONOMY,,,6000,70206000,Ethno-Religious
360,ROM,Romania,Yes,1946,1988,Roma,0.025,DISCRIMINATED,,,3000,36003000,Ethno-Cultural
360,ROM,Romania,Yes,1989,1995,Roma,0.025,DISCRIMINATED,,,3000,36003000,Ethno-Cultural
360,ROM,Romania,Yes,1996,2010,Roma,0.025,DISCRIMINATED,,,3000,36003000,Ethno-Cultural
475,NIG,Nigeria,Yes,1960,1964,Tiv,0.025,POWERLESS,,,5000,47505000,Ethno-Linguistic
475,NIG,Nigeria,Yes,1965,1966,Tiv,0.025,POWERLESS,,,5000,47505000,Ethno-Linguistic
475,NIG,Nigeria,Yes,1967,1969,Tiv,0.025,POWERLESS,,,5000,47505000,Ethno-Linguistic
475,NIG,Nigeria,Yes,1970,1978,Tiv,0.025,JUNIOR PARTNER,,,5000,47505000,Ethno-Linguistic
475,NIG,Nigeria,Yes,1979,1983,Tiv,0.025,REGIONAL AUTONOMY,,,5000,47505000,Ethno-Linguistic
475,NIG,Nigeria,Yes,1984,1991,Tiv,0.025,POWERLESS,,,5000,47505000,Ethno-Linguistic
475,NIG,Nigeria,Yes,1992,1998,Tiv,0.025,POWERLESS,,,5000,47505000,Ethno-Linguistic
475,NIG,Nigeria,Yes,1999,2006,Tiv,0.025,REGIONAL AUTONOMY,,,5000,47505000,Ethno-Linguistic
475,NIG,Nigeria,Yes,2007,2010,Tiv,0.025,REGIONAL AUTONOMY,,,5000,47505000,Ethno-Linguistic
483,CHA,Chad,Yes,1983,1987,Hadjera_,0.025,JUNIOR PARTNER,19102,,2100,48302100,Ethno-Regional
483,CHA,Chad,Yes,1988,1988,Hadjera_,0.025,DISCRIMINATED,19102,,2100,48302100,Ethno-Regional
483,CHA,Chad,Yes,1989,1990,Hadjera_,0.025,DISCRIMINATED,19102,,2100,48302100,Ethno-Regional
483,CHA,Chad,Yes,1991,1993,Hadjera_,0.025,JUNIOR PARTNER,,,2100,48302100,Ethno-Regional
483,CHA,Chad,Yes,1994,2010,Hadjera_,0.025,JUNIOR PARTNER,,,2100,48302100,Ethno-Regional
560,SF,South Africa,Yes,1946,1947,Asians,0.025,POWERLESS,,,2000,56002000,Ethno-Racial
560,SF,South Africa,Yes,1948,1960,Asians,0.025,DISCRIMINATED,,,2000,56002000,Ethno-Racial
560,SF,South Africa,Yes,1961,1989,Asians,0.025,DISCRIMINATED,,,2000,56002000,Ethno-Racial
704,UZB,Uzbekistan,Yes,1991,2010,Karakalpak,0.025,REGIONAL AUTONOMY,,,1000,70401000,Ethno-Linguistic
705,KZK,Kazakhstan,Yes,1991,1994,Uzbeks,0.025,POWERLESS,,,7000,70507000,Ethno-Linguistic
705,KZK,Kazakhstan,Yes,1995,2010,Uzbeks,0.025,POWERLESS,,,7000,70507000,Ethno-Linguistic
750,IND,India,Yes,1947,1962,Kannada (non-SC/ST/OBCs),0.025,JUNIOR PARTNER,,,8000,75008000,Ethno-Linguistic
750,IND,India,Yes,1963,1971,Kannada (non-SC/ST/OBCs),0.025,JUNIOR PARTNER,,,8000,75008000,Ethno-Linguistic
750,IND,India,Yes,1972,1976,Kannada (non-SC/ST/OBCs),0.025,JUNIOR PARTNER,,,8000,75008000,Ethno-Linguistic
750,IND,India,Yes,1977,1986,Kannada (non-SC/ST/OBCs),0.025,JUNIOR PARTNER,,,8000,75008000,Ethno-Linguistic
750,IND,India,Yes,1987,1991,Kannada (non-SC/ST/OBCs),0.025,JUNIOR PARTNER,,,8000,75008000,Ethno-Linguistic
750,IND,India,Yes,1992,2010,Kannada (non-SC/ST/OBCs),0.025,JUNIOR PARTNER,,,8000,75008000,Ethno-Linguistic
811,CAM,Cambodia,Yes,1975,1978,Cham and Malays,0.025,DISCRIMINATED,,,1000,81101000,Ethno-Religious
705,KZK,Kazakhstan,Yes,1991,1994,Germans,0.024,POWERLESS,,,1000,70501000,Ethno-Linguistic
705,KZK,Kazakhstan,Yes,1995,2010,Germans,0.024,POWERLESS,,,1000,70501000,Ethno-Linguistic
710,CHN,China,Yes,1946,1948,Mongolians,0.024,IRRELEVANT,,,26000,71026000,Mixed Category
710,CHN,China,Yes,1949,1950,Mongolians,0.024,POWERLESS,,,26000,71026000,Mixed Category
710,CHN,China,Yes,1951,1958,Mongolians,0.024,POWERLESS,,,26000,71026000,Mixed Category
710,CHN,China,Yes,1959,1965,Mongolians,0.024,POWERLESS,,,26000,71026000,Mixed Category
710,CHN,China,Yes,1966,1976,Mongolians,0.024,IRRELEVANT,,,26000,71026000,Mixed Category
710,CHN,China,Yes,1977,1983,Mongolians,0.024,POWERLESS,,,26000,71026000,Mixed Category
710,CHN,China,Yes,1984,2010,Mongolians,0.024,REGIONAL AUTONOMY,,,26000,71026000,Mixed Category
750,IND,India,Yes,1947,1962,Malyalam (non-SC/ST/OBCs),0.024,JUNIOR PARTNER,,,9000,75009000,Ethno-Linguistic
750,IND,India,Yes,1963,1971,Malyalam (non-SC/ST/OBCs),0.024,JUNIOR PARTNER,,,9000,75009000,Ethno-Linguistic
750,IND,India,Yes,1972,1976,Malyalam (non-SC/ST/OBCs),0.024,JUNIOR PARTNER,,,9000,75009000,Ethno-Linguistic
750,IND,India,Yes,1977,1986,Malyalam (non-SC/ST/OBCs),0.024,JUNIOR PARTNER,,,9000,75009000,Ethno-Linguistic
750,IND,India,Yes,1987,1991,Malyalam (non-SC/ST/OBCs),0.024,JUNIOR PARTNER,,,9000,75009000,Ethno-Linguistic
750,IND,India,Yes,1992,2010,Malyalam (non-SC/ST/OBCs),0.024,JUNIOR PARTNER,,,9000,75009000,Ethno-Linguistic
373,AZE,Azerbaijan,Yes,1991,2010,Armenians,0.023,SEPARATIST AUTONOMY,29500,29501,4000,37304000,Mixed Category
565,NAM,Namibia,Yes,1990,2010,Baster,0.023,REGIONAL AUTONOMY,,,1000,56501000,Ethno-Racial
710,CHN,China,Yes,1946,1948,Tibetans,0.023,SEPARATIST AUTONOMY,,,38000,71038000,Ethno-Religious
710,CHN,China,Yes,1949,1950,Tibetans,0.023,SEPARATIST AUTONOMY,13900,,38000,71038000,Ethno-Religious
710,CHN,China,Yes,1951,1958,Tibetans,0.023,REGIONAL AUTONOMY,13900,,38000,71038000,Ethno-Religious
710,CHN,China,Yes,1959,1965,Tibetans,0.023,POWERLESS,13900,,38000,71038000,Ethno-Religious
710,CHN,China,Yes,1966,1976,Tibetans,0.023,IRRELEVANT,,,38000,71038000,Ethno-Religious
710,CHN,China,Yes,1977,1983,Tibetans,0.023,REGIONAL AUTONOMY,,,38000,71038000,Ethno-Religious
710,CHN,China,Yes,1984,2010,Tibetans,0.023,REGIONAL AUTONOMY,,,38000,71038000,Ethno-Religious
366,EST,Estonia,Yes,1991,2010,Ukrainians,0.021,DISCRIMINATED,,,3000,36603000,Ethno-Linguistic
775,MYA,Myanmar,Yes,1948,1957,Zomis (Chins),0.021,DISCRIMINATED,,,11000,77511000,Ethno-Linguistic
775,MYA,Myanmar,Yes,1958,1958,Zomis (Chins),0.021,DISCRIMINATED,,,11000,77511000,Ethno-Linguistic
775,MYA,Myanmar,Yes,1959,1959,Zomis (Chins),0.021,DISCRIMINATED,,,11000,77511000,Ethno-Linguistic
775,MYA,Myanmar,Yes,1960,1960,Zomis (Chins),0.021,DISCRIMINATED,,,11000,77511000,Ethno-Linguistic
775,MYA,Myanmar,Yes,1961,1989,Zomis (Chins),0.021,SEPARATIST AUTONOMY,,,11000,77511000,Ethno-Linguistic
775,MYA,Myanmar,Yes,1990,2010,Zomis (Chins),0.021,SEPARATIST AUTONOMY,,,11000,77511000,Ethno-Linguistic
20,CAN,Canada,Yes,1946,1981,Aboriginal peoples,0.02,POWERLESS,,,4000,2004000,Ethno-Racial
94,COS,Costa Rica,Yes,1946,1948,Afrocosta Ricans,0.02,DISCRIMINATED,,,2000,9402000,Ethno-Racial
94,COS,Costa Rica,Yes,1949,2010,Afrocosta Ricans,0.02,POWERLESS,,,2000,9402000,Ethno-Racial
101,Ven,Venezuela,No,1946,1988,Indigenous peoples,0.02,IRRELEVANT,,,3000,10103000,Ethno-Linguistic
101,Ven,Venezuela,Yes,1989,1999,Indigenous peoples,0.02,POWERLESS,,,3000,10103000,Ethno-Linguistic
101,Ven,Venezuela,Yes,2000,2010,Indigenous peoples,0.02,POWERLESS,,,3000,10103000,Ethno-Linguistic
200,UK,United Kingdom,Yes,1946,1963,Afro-Caribbeans,0.02,IRRELEVANT,,,4000,20004000,Ethno-Racial
200,UK,United Kingdom,Yes,1964,1971,Afro-Caribbeans,0.02,IRRELEVANT,,,4000,20004000,Ethno-Racial
200,UK,United Kingdom,Yes,1972,1997,Afro-Caribbeans,0.02,POWERLESS,,,4000,20004000,Ethno-Racial
200,UK,United Kingdom,Yes,1998,2010,Afro-Caribbeans,0.02,POWERLESS,,,4000,20004000,Ethno-Racial
343,MAC,Macedonia,Yes,1993,2010,Turks,0.02,POWERLESS,,,5000,34305000,Mixed Category
343,MAC,Macedonia,Yes,1993,2010,Roma,0.02,POWERLESS,,,3000,34303000,Ethno-Cultural
343,MAC,Macedonia,Yes,1993,2010,Serbs,0.02,POWERLESS,,,4000,34304000,Mixed Category
345,YUG,Yugoslavia,Yes,1946,1965,Montenegrins,0.02,JUNIOR PARTNER,,,9000,34509000,Ethno-Regional
345,YUG,Yugoslavia,Yes,1946,1965,Hungarians,0.02,POWERLESS,,,11000,34511000,Ethno-Linguistic
345,YUG,Yugoslavia,Yes,1966,1986,Hungarians,0.02,REGIONAL AUTONOMY,,,11000,34511000,Ethno-Linguistic
345,YUG,Yugoslavia,Yes,1966,1986,Montenegrins,0.02,SENIOR PARTNER,,,9000,34509000,Ethno-Regional
345,YUG,Yugoslavia,Yes,1987,1991,Hungarians,0.02,REGIONAL AUTONOMY,,,11000,34511000,Ethno-Linguistic
345,YUG,Yugoslavia,Yes,1987,1991,Montenegrins,0.02,SENIOR PARTNER,,,9000,34509000,Ethno-Regional
